slug,Year,age,minutes_played,made_field_goals,attempted_field_goals,attempted_three_point_field_goals,attempted_free_throws,defensive_rebounds,turnovers,player_efficiency_rating,total_rebound_percentage,value_over_replacement_player
feliccr01,2017,24,1040,128,221,0,93,187,33,15.3,16.1,0.3
feliccr01,2018,25,977,127,215,2,81,150,54,12.5,12.8,-0.5
feliccr01,2019,26,746,95,179,4,73,139,33,13.4,15.9,-0.4
feliccr01,2020,27,386,34,54,2,23,47,18,12.8,14.6,-0.1
fesenky01,2008,21,70,6,16,0,4,11,8,4.0,21.8,-0.2
fesenky01,2009,22,156,21,36,0,21,23,9,13.0,14.2,-0.1
fesenky01,2010,23,408,52,95,1,57,57,24,9.7,13.1,-0.3
fesenky01,2011,24,456,44,100,1,46,74,25,5.8,14.3,-0.6
fesenky01,2012,25,17,2,5,0,6,7,0,29.8,29.8,0.0
fieldla01,2011,22,2541,299,602,219,147,416,107,13.5,11.7,1.4
fieldla01,2012,23,1894,236,513,121,137,219,102,12.0,8.5,1.0
fieldla01,2013,24,1037,102,223,14,53,149,42,10.3,11.9,0.1
fieldla01,2014,25,322,27,67,5,22,44,11,8.6,10.7,0.1
fieldla01,2015,26,216,20,41,2,6,16,8,10.8,6.9,0.1
foxde01,2018,20,2026,328,797,153,195,171,173,11.2,5.7,-1.1
foxde01,2019,21,2546,505,1102,232,417,261,227,18.1,6.2,2.3
foxde01,2020,22,1634,391,815,185,342,161,158,20.6,6.8,1.6
foxde01,2021,23,2036,529,1110,320,417,170,174,20.7,5.5,2.0
foxde01,2022,24,2084,516,1092,249,348,206,168,17.4,6.0,0.7
fultzma01,2018,19,253,45,111,1,21,32,17,12.4,9.2,0.0
fultzma01,2019,20,427,65,155,14,37,44,25,10.5,8.7,-0.1
fultzma01,2020,21,1996,359,772,135,159,197,147,14.3,6.4,0.1
fultzma01,2021,22,215,41,104,16,19,20,18,12.0,6.0,-0.1
fultzma01,2022,23,360,83,175,17,31,45,40,17.7,7.2,0.2
garlada01,2020,20,1824,280,699,296,72,84,151,8.5,3.4,-1.7
garlada01,2021,21,1790,362,802,266,132,106,164,14.2,4.0,-0.1
garlada01,2022,22,2430,542,1173,454,241,185,248,19.0,5.1,2.8
garlada01,2023,23,2447,522,1129,412,321,157,199,18.8,4.5,2.7
garlada01,2024,24,1901,375,841,356,175,122,176,14.5,4.5,0.5
georgpa01,2011,20,1265,179,395,138,101,187,70,13.0,9.8,0.6
georgpa01,2012,21,1958,281,639,234,182,314,117,16.5,10.6,2.7
georgpa01,2013,22,2972,493,1176,469,274,515,233,16.8,11.3,4.4
georgpa01,2014,23,2898,577,1362,500,464,478,224,20.1,10.5,5.0
georgpa01,2015,24,91,18,49,22,11,18,12,13.0,13.4,0.0
gibsoda01,2007,20,988,98,231,124,39,64,44,9.4,5.4,0.3
gibsoda01,2008,21,1765,201,465,268,105,104,76,11.7,4.3,0.7
gibsoda01,2009,22,1795,206,527,283,86,124,61,10.1,5.1,0.4
gibsoda01,2010,23,1068,125,268,149,49,60,36,11.3,4.1,0.5
gibsoda01,2011,24,1865,264,660,293,163,153,80,13.2,5.5,0.8
gilgesh01,2019,20,2174,341,716,139,195,175,141,13.4,5.7,0.8
gilgesh01,2020,21,2428,478,1015,251,357,365,134,17.7,9.4,2.2
gilgesh01,2021,22,1180,287,565,170,229,147,106,21.6,7.3,1.8
gilgesh01,2022,23,1942,477,1052,297,405,241,154,20.9,7.4,2.7
gilgesh01,2023,24,2416,704,1381,168,739,270,192,27.2,7.3,5.6
ginobma01,2003,25,1431,174,397,148,171,114,100,14.7,6.5,1.4
ginobma01,2004,26,2260,330,789,245,298,258,161,18.5,8.5,3.8
ginobma01,2005,27,2193,367,780,258,442,254,172,22.3,8.8,4.9
ginobma01,2006,28,1813,309,669,217,360,188,121,22.4,7.5,4.1
ginobma01,2007,29,2060,396,854,323,372,268,157,24.1,9.6,5.1
goberru01,2014,21,434,36,74,0,65,104,32,12.9,20.6,-0.1
goberru01,2015,22,2158,258,427,2,273,510,111,21.6,20.7,3.4
goberru01,2016,23,1932,198,354,0,283,460,114,17.5,20.2,2.0
goberru01,2017,24,2744,413,625,1,476,721,147,23.3,21.8,4.4
goberru01,2018,25,1816,276,444,0,299,436,107,20.7,18.8,2.5
gordobe01,2005,21,2002,434,1056,331,270,160,186,14.9,6.0,1.4
gordobe01,2006,22,2482,486,1152,382,268,176,180,14.5,5.1,1.6
gordobe01,2007,23,2704,609,1338,375,440,223,249,18.2,5.4,3.0
gordobe01,2008,24,2291,464,1069,346,293,181,150,16.4,5.4,1.7
gordobe01,2009,25,2999,598,1315,422,382,231,200,17.0,5.4,2.3
grahajo01,2006,23,1581,198,414,87,133,187,92,10.2,9.4,-0.7
grahajo01,2007,24,1319,192,388,31,131,193,49,12.9,11.0,0.0
grahajo01,2008,25,331,49,113,3,45,49,23,10.3,12.0,-0.4
grahajo01,2009,26,1541,231,480,16,160,197,74,11.9,11.1,-0.6
grahajo01,2010,27,759,105,202,13,73,84,43,10.6,9.3,-0.2
grahast01,2006,23,38,6,16,5,4,6,5,9.7,10.8,0.0
grahast01,2006,23,20,1,5,4,2,3,1,2.4,8.6,0.0
grahast01,2006,23,117,14,33,1,9,13,7,6.7,8.6,-0.1
grahast01,2007,24,165,17,40,11,9,15,13,5.4,7.9,-0.2
grahast01,2008,25,128,34,58,14,16,18,10,21.9,9.3,0.2
grantje02,2016,23,1265,154,391,100,123,120,87,11.2,6.2,-0.3
grantje02,2017,24,1028,128,301,134,73,94,44,13.2,5.8,0.6
grantje02,2018,25,1686,209,503,187,188,141,89,14.3,5.5,0.3
grantje02,2019,26,939,92,220,110,40,79,51,10.8,5.6,0.1
grantje02,2020,27,80,10,27,8,7,4,3,6.6,4.1,-0.1
greendr01,2013,22,1061,84,257,67,55,202,51,7.1,13.5,-0.4
greendr01,2014,23,1797,187,459,165,123,323,91,12.7,12.4,1.8
greendr01,2015,24,2490,339,765,329,200,533,133,16.4,14.0,3.5
greendr01,2016,25,2808,401,819,258,329,635,259,19.3,14.7,5.3
greendr01,2017,26,2471,272,650,263,213,501,184,16.5,13.3,4.3
greenwi01,2004,22,767,143,357,61,81,49,59,10.8,5.0,-0.3
greenwi01,2005,23,1066,155,423,105,125,111,75,9.6,7.0,-0.6
greenwi01,2006,24,153,28,66,19,5,14,12,8.6,5.7,-0.2
greenwi01,2007,25,1842,357,868,157,111,116,106,10.3,5.1,-1.2
greenwi01,2008,26,1970,379,870,179,148,150,109,12.8,5.5,0.2
hansbty01,2010,24,511,81,225,4,113,78,21,14.6,14.7,-0.2
hansbty01,2011,25,1535,285,613,2,253,221,76,16.4,13.2,0.0
hansbty01,2012,26,1442,194,479,1,278,177,65,14.7,11.3,0.1
hansbty01,2013,27,1366,176,407,3,300,212,78,15.3,15.2,0.0
hansbty01,2014,28,978,93,196,2,185,167,47,14.2,17.1,0.0
harrijo01,2015,23,493,48,120,84,15,34,27,5.6,4.8,-0.4
harrijo01,2016,24,15,1,4,4,0,3,1,3.4,11.3,0.0
harrijo01,2017,25,1138,154,362,221,49,131,55,9.0,6.8,-0.4
harrijo01,2018,26,1975,305,621,358,104,209,91,13.3,7.0,1.0
harrijo01,2019,27,2293,374,748,386,133,239,121,13.5,6.7,1.4
harriot01,2001,27,1267,180,386,3,154,187,104,11.7,13.1,-0.6
harriot01,2001,27,548,67,121,0,70,62,41,12.9,10.9,0.1
harriot01,2002,28,1563,237,450,2,172,224,95,13.0,12.9,-0.4
harriot01,2003,29,1850,225,443,0,150,311,90,12.3,15.1,-0.4
harriot01,2004,30,872,100,202,0,78,119,65,9.0,11.7,-0.6
hasleud01,2004,23,1795,205,447,3,183,284,74,13.7,15.4,0.0
hasleud01,2005,24,2675,346,641,4,225,487,113,15.5,15.8,1.6
hasleud01,2006,25,2491,300,591,2,199,467,80,13.7,15.0,0.9
hasleud01,2007,26,2483,353,717,4,203,466,110,13.7,15.5,-0.2
hasleud01,2008,27,1805,237,507,0,142,336,67,12.7,14.7,-0.3
hayesja01,2004,22,2044,278,695,131,98,193,110,9.4,7.2,-1.1
hayesja01,2005,23,1560,206,530,123,118,186,62,11.1,8.2,-0.2
hayesja01,2006,24,516,77,183,47,30,57,22,12.2,8.6,0.1
hayesja01,2007,25,1626,224,546,183,84,168,56,10.7,7.4,-0.3
hayesja01,2008,26,1287,217,504,194,60,143,47,13.0,8.3,0.5
hayesja02,2020,19,1080,174,259,4,190,162,53,17.6,12.7,0.5
hayesja02,2021,20,964,175,280,14,120,165,39,19.1,14.5,0.6
hayesja02,2022,21,1398,245,398,57,188,200,54,18.5,12.5,0.8
hayesja02,2023,22,610,86,156,29,83,93,31,13.7,12.3,0.1
hayesja02,2024,23,877,126,175,8,82,142,43,14.0,13.4,0.0
haywago01,2011,20,1218,142,293,74,97,98,70,10.7,6.9,-0.1
haywago01,2012,21,2015,267,586,159,232,171,109,15.5,6.6,1.8
haywago01,2013,22,2104,336,773,246,294,174,120,16.8,6.3,2.1
haywago01,2014,23,2800,426,1032,280,381,329,212,16.2,8.0,2.0
haywago01,2015,24,2618,484,1087,330,462,319,206,20.2,8.2,4.0
hendege02,2010,22,355,37,104,19,47,40,14,9.7,9.3,0.0
hendege02,2011,23,1661,259,570,36,163,158,64,13.2,7.5,0.1
hendege02,2012,24,1831,332,723,47,204,161,100,14.0,7.0,-0.3
hendege02,2013,25,2133,382,855,100,313,195,108,16.4,6.7,0.5
hendege02,2014,26,2461,403,930,115,309,279,113,13.1,7.1,0.3
henryxa01,2011,19,527,65,160,17,52,28,13,7.0,4.2,-0.4
henryxa01,2012,20,759,90,228,17,85,82,35,9.2,8.3,-0.4
henryxa01,2013,21,625,66,161,11,92,69,31,7.6,8.6,-0.6
henryxa01,2014,22,908,144,345,81,177,89,57,12.3,6.7,-0.2
henryxa01,2015,23,86,3,13,0,24,2,3,4.9,2.6,-0.1
hensojo01,2013,22,827,162,336,3,105,181,47,18.2,19.3,0.1
hensojo01,2014,23,1856,344,639,1,177,326,114,17.9,15.3,0.7
hensojo01,2015,24,1228,196,346,0,137,188,87,18.0,14.5,0.8
hensojo01,2016,25,960,164,291,1,117,134,64,18.6,13.2,0.5
hensojo01,2017,26,1123,159,309,1,107,203,52,15.3,15.3,0.1
herroty01,2020,20,1508,270,631,298,100,208,87,12.5,8.3,0.1
herroty01,2021,21,1635,307,699,297,117,243,101,13.3,9.4,0.3
herroty01,2022,22,2151,501,1122,439,219,297,174,16.2,8.7,1.5
herroty01,2023,23,2337,487,1109,537,182,333,158,15.3,9.0,1.6
herroty01,2024,24,1407,324,735,333,111,203,93,15.7,8.9,1.0
hezonma01,2016,20,1413,181,418,192,54,148,97,9.4,6.9,-0.4
hezonma01,2017,21,960,117,330,144,50,126,58,7.2,8.3,-0.7
hezonma01,2018,22,1657,273,617,267,105,240,86,13.7,9.3,0.6
hezonma01,2019,23,1206,191,464,152,114,211,88,10.8,10.4,-0.5
hezonma01,2020,24,871,92,218,78,59,154,42,9.5,11.0,-0.2
hibbero01,2009,22,1009,198,420,0,147,128,55,16.1,13.3,-0.3
hibbero01,2010,23,2035,387,782,6,224,287,145,16.2,12.4,0.6
hibbero01,2011,24,2244,410,890,4,275,428,185,15.9,15.1,0.5
hibbero01,2012,25,1937,332,668,1,239,359,128,19.3,16.6,1.7
hibbero01,2013,26,2269,385,859,4,224,360,162,17.3,16.1,0.9
holidjr01,2010,19,1767,230,520,159,86,135,156,12.3,6.4,0.1
holidjr01,2011,20,2901,446,999,222,209,264,218,15.4,6.6,2.0
holidjr01,2012,21,2196,360,834,171,120,155,135,14.7,5.4,1.3
holidjr01,2013,22,2926,555,1288,247,242,240,292,16.7,6.4,1.9
holidjr01,2014,23,1143,203,454,77,63,114,105,17.1,7.2,0.7
holliro01,2016,21,615,63,138,14,52,115,26,14.2,14.1,0.4
holliro01,2017,22,1761,235,542,67,253,356,116,13.7,13.6,0.3
holliro01,2018,23,1920,342,724,54,316,358,121,16.9,12.7,1.0
holliro01,2019,24,1234,200,487,49,183,227,68,12.5,13.2,-0.2
holliro01,2020,25,1122,155,329,23,143,173,59,15.1,13.3,0.6
holmeri01,2016,22,702,114,222,44,74,73,32,15.9,10.5,0.1
holmeri01,2017,23,1193,230,412,77,103,217,55,18.6,14.4,0.9
holmeri01,2018,24,746,135,241,31,56,154,25,17.4,15.2,0.6
holmeri01,2019,25,1184,222,365,0,175,216,52,20.7,15.5,0.8
holmeri01,2020,26,1242,223,344,0,118,231,52,19.7,16.2,0.9
horfoal01,2008,21,2540,333,668,5,212,537,137,14.7,18.0,0.3
horfoal01,2009,22,2242,312,594,1,205,479,103,17.0,16.3,2.1
horfoal01,2010,23,2845,467,847,1,270,563,122,19.4,16.4,3.1
horfoal01,2011,24,2704,513,921,4,188,536,119,20.7,16.0,3.9
horfoal01,2012,25,348,57,103,1,30,51,16,19.0,13.0,0.5
hortota01,2020,19,81,14,30,13,4,5,6,12.3,4.7,0.0
hortota01,2021,20,1304,224,489,131,129,144,105,12.9,7.3,0.3
hortota01,2022,21,1511,224,538,182,125,156,82,11.0,6.9,-0.5
hortota01,2023,22,1313,257,613,203,168,169,126,13.7,8.6,0.2
hortota01,2024,23,1009,184,465,182,109,100,65,13.4,6.6,0.2
howardw01,2005,19,2670,352,677,2,413,536,165,17.2,17.3,1.4
howardw01,2006,20,3021,468,881,2,598,734,217,19.3,20.9,2.3
howardw01,2007,21,3023,526,873,2,666,725,317,21.1,20.5,3.7
howardw01,2008,22,3088,583,974,4,897,882,263,22.9,21.7,3.7
howardw01,2009,23,2821,560,979,2,849,757,240,25.4,21.8,4.7
huertke01,2019,20,2048,275,657,353,56,185,109,10.1,6.3,-0.2
huertke01,2020,21,1760,252,610,334,64,193,87,11.5,7.0,0.2
huertke01,2021,22,2126,316,731,386,64,193,79,12.2,6.0,1.0
huertke01,2022,23,2188,345,760,411,52,222,91,11.9,6.4,0.4
huertke01,2023,24,2203,420,866,510,131,209,97,15.2,6.5,1.7
huntede01,2020,22,2018,280,683,304,144,242,103,8.6,7.6,-1.4
huntede01,2021,23,678,120,248,95,85,93,29,15.7,8.9,0.5
huntede01,2022,24,1577,254,575,195,166,150,69,10.6,6.1,-0.8
huntede01,2023,25,2126,379,822,286,207,238,82,11.5,7.3,-0.7
huntede01,2024,26,1681,304,663,304,196,191,83,12.7,7.2,-0.2
iguodan01,2005,21,2686,269,546,142,210,375,139,13.5,9.7,2.3
iguodan01,2006,22,3086,344,688,158,349,364,153,14.8,9.1,2.0
iguodan01,2007,23,3062,443,991,155,551,357,261,18.1,8.5,3.4
iguodan01,2008,24,3242,582,1277,307,506,361,214,19.0,8.2,4.9
iguodan01,2009,25,3269,542,1147,261,521,379,222,18.4,8.6,4.3
inglejo01,2015,27,1673,147,354,202,40,153,98,9.6,6.0,0.3
inglejo01,2016,28,1241,124,291,210,18,132,65,10.3,7.1,0.7
inglejo01,2017,29,1972,204,451,279,68,238,107,12.4,7.6,1.8
inglejo01,2018,30,2578,335,718,464,83,320,159,14.4,7.6,2.8
inglejo01,2019,31,2568,359,802,483,123,295,193,13.4,7.0,2.2
ingrabr01,2017,19,2279,276,686,187,214,256,116,8.5,7.6,-1.4
ingrabr01,2018,20,1975,358,761,105,282,257,149,13.8,8.5,0.4
ingrabr01,2019,21,1760,362,729,94,289,226,129,13.4,7.8,0.0
ingrabr01,2020,22,2104,507,1096,384,368,329,189,18.8,9.6,2.2
ingrabr01,2021,23,2093,513,1101,375,320,265,154,19.2,7.8,2.2
jacksfr01,2019,20,1169,194,447,169,73,109,48,9.4,5.9,-0.8
jacksfr01,2020,21,797,134,331,144,75,61,49,9.1,5.5,-0.7
jacksfr01,2021,22,738,134,293,150,75,71,34,13.2,6.5,0.1
jacksfr01,2022,23,1164,194,483,279,104,68,38,10.6,4.0,-0.4
jacksfr01,2023,24,5,0,3,1,0,1,0,-6.8,21.6,0.0
jacksja02,2019,19,1515,298,589,142,197,199,98,16.4,10.1,0.7
jacksja02,2020,20,1622,353,753,368,186,207,99,16.3,8.5,1.0
jacksja02,2021,21,258,53,125,60,42,45,15,18.0,12.7,0.1
jacksja02,2022,22,2126,430,1036,401,345,335,130,17.0,11.2,1.0
jacksja02,2023,23,1787,416,822,282,306,318,107,21.6,12.6,2.2
jamesje01,2002,26,949,134,273,0,60,143,74,11.9,14.4,-0.5
jamesje01,2003,27,766,111,232,0,92,138,75,13.1,16.6,-0.4
jamesje01,2004,28,990,129,259,0,100,152,82,11.3,13.7,-0.7
jamesje01,2005,29,1330,174,342,2,65,160,88,10.0,11.1,-0.6
jamesje01,2006,30,406,56,121,0,40,52,51,6.3,13.6,-0.8
jamesle01,2004,19,3122,622,1492,217,460,333,273,18.3,7.6,2.9
jamesle01,2005,20,3388,795,1684,308,636,477,262,25.7,10.2,9.1
jamesle01,2006,21,3361,875,1823,379,814,481,260,28.1,9.8,9.4
jamesle01,2007,22,3190,772,1621,310,701,443,250,24.5,9.6,8.1
jamesle01,2008,23,3027,794,1642,359,771,459,255,29.1,11.1,9.8
jaricma01,2003,24,1379,179,446,166,105,125,103,14.4,6.6,0.8
jaricma01,2004,25,1760,185,477,150,101,131,115,12.6,5.7,0.6
jaricma01,2005,26,1656,189,457,151,82,141,98,13.9,5.8,1.3
jaricma01,2006,27,2102,226,566,133,138,173,127,11.7,6.7,0.7
jaricma01,2007,28,1555,136,325,85,88,130,88,9.6,7.1,0.1
jeffeal01,2005,20,1051,195,369,3,135,193,66,16.6,17.3,-0.1
jeffeal01,2006,21,1062,189,379,4,134,202,62,16.2,17.2,0.0
jeffeal01,2007,22,2319,453,882,1,295,519,136,19.8,19.5,1.6
jeffeal01,2008,23,2919,721,1441,5,394,603,167,22.7,18.1,2.6
jeffeal01,2009,24,1836,485,975,4,252,376,92,23.1,17.5,2.1
jeromty01,2020,22,328,38,113,50,16,39,18,7.9,7.8,-0.1
jeromty01,2021,23,788,128,287,168,34,81,47,13.4,6.0,0.3
jeromty01,2022,24,801,124,328,186,47,59,37,11.3,5.0,-0.1
jeromty01,2023,25,816,118,242,90,41,71,30,12.8,5.3,0.3
jeromty01,2024,26,15,2,4,1,0,0,1,7.6,3.7,0.0
jianlyi01,2008,20,1647,219,520,21,145,238,90,11.3,12.3,-0.8
jianlyi01,2009,21,1421,191,500,140,123,259,70,10.9,13.7,-0.7
jianlyi01,2010,22,1655,227,563,41,193,257,77,12.3,13.0,-0.9
jianlyi01,2011,23,1112,145,347,13,91,169,51,10.1,12.7,-0.9
jianlyi01,2012,24,203,31,82,10,21,37,14,10.4,13.6,-0.2
johnsam01,2006,18,39,7,10,3,4,1,4,20.3,6.1,0.0
johnsam01,2007,19,124,18,33,3,14,22,9,20.6,17.7,0.1
johnsam01,2008,20,764,92,165,0,55,148,39,17.5,18.4,0.6
johnsam01,2009,21,911,97,163,0,35,130,33,13.5,15.1,0.1
johnsam01,2010,22,1453,208,334,4,149,241,63,16.7,16.1,0.5
johnske04,2020,20,301,53,89,22,44,47,13,19.1,10.2,0.3
johnske04,2021,21,1968,338,705,181,196,319,78,13.8,11.1,0.2
johnske04,2022,22,2392,471,1011,399,234,377,92,15.2,10.0,0.9
johnske04,2023,23,2063,503,1113,407,327,262,134,15.3,8.4,0.1
johnske04,2024,24,2038,391,862,367,221,282,100,14.2,10.0,0.2
johnswe01,2011,23,2069,271,682,289,92,189,95,10.2,6.4,0.2
johnswe01,2012,24,1469,158,397,169,34,153,60,8.0,6.7,0.0
johnswe01,2013,25,953,161,396,155,35,102,48,10.3,7.3,-0.3
johnswe01,2014,26,2240,277,651,271,77,278,90,11.0,8.3,0.5
johnswe01,2015,27,2245,286,691,259,112,252,87,11.1,7.8,0.1
jokicni01,2016,20,1733,307,600,84,190,379,104,21.5,17.9,2.6
jokicni01,2017,21,2038,494,854,139,228,506,171,26.3,19.5,4.8
jokicni01,2018,22,2443,504,1010,280,313,608,210,24.4,18.5,5.5
jokicni01,2019,23,2504,616,1206,270,352,637,248,26.3,18.7,7.0
jokicni01,2020,24,2336,565,1071,255,301,545,226,24.9,17.1,5.5
jonesdw02,2006,22,87,4,10,0,13,21,3,9.2,21.7,-0.1
jonesdw02,2007,23,18,0,1,0,6,5,2,-0.5,19.4,0.0
jonesdw02,2008,24,472,25,47,1,58,71,17,11.1,16.9,-0.2
jonesdw02,2009,25,52,4,7,0,6,6,4,8.0,14.3,0.0
jonesdw02,2010,26,7,0,0,0,0,2,0,1.4,16.1,0.0
jonesja02,2004,23,26,2,9,4,2,2,0,4.9,4.5,0.0
jonesja02,2005,24,1330,126,318,166,62,135,43,10.5,7.8,0.6
jonesja02,2006,25,1772,243,581,285,121,209,35,13.2,7.9,0.9
jonesja02,2007,26,1376,162,440,238,81,143,28,10.8,7.5,0.5
jonesja02,2008,27,1276,143,327,205,98,118,28,13.6,7.4,1.1
jonesty01,2016,19,573,56,156,53,39,40,33,11.2,4.8,-0.1
jonesty01,2017,20,774,75,181,73,43,57,38,13.8,5.0,0.4
jonesty01,2018,21,1467,150,328,129,81,116,59,14.1,5.2,1.1
jonesty01,2019,22,1560,185,446,126,69,111,47,13.7,4.6,0.6
jonesty01,2020,23,1232,197,429,124,58,94,55,15.7,4.4,0.8
kamanch01,2004,21,1843,200,435,2,142,335,155,9.6,14.2,-1.0
kamanch01,2005,22,1632,246,495,1,121,288,115,13.1,15.6,-0.2
kamanch01,2006,23,2560,369,706,2,252,563,176,15.0,17.0,0.8
kamanch01,2007,24,2176,294,652,1,224,428,147,12.9,16.2,-0.5
kamanch01,2008,25,2083,338,700,4,265,538,164,17.5,19.7,1.2
kaminfr01,2016,22,1708,215,525,202,148,266,58,12.5,10.7,0.5
kaminfr01,2017,23,1954,320,802,354,156,279,76,13.0,9.5,0.4
kaminfr01,2018,24,1835,307,716,274,194,242,66,14.4,8.5,0.8
kaminfr01,2019,25,755,138,298,139,107,124,41,16.8,11.7,0.4
kaminfr01,2020,26,777,138,307,124,90,141,37,14.2,12.6,0.3
kaponja01,2004,22,427,52,129,44,24,36,21,10.2,7.1,-0.1
kaponja01,2005,23,1491,269,671,194,85,132,46,11.8,6.3,-0.1
kaponja01,2006,24,665,79,177,53,33,59,20,9.0,6.3,-0.1
kaponja01,2007,25,1767,278,563,210,74,154,70,13.8,6.0,0.7
kaponja01,2008,26,1530,243,498,118,43,89,58,10.8,4.6,-0.3
kiddgmi01,2013,19,2025,281,613,9,187,324,101,14.0,12.9,-0.3
kiddgmi01,2014,20,1502,167,353,9,184,215,60,12.0,12.2,0.0
kiddgmi01,2015,21,1587,224,482,0,214,307,63,15.1,14.4,0.6
kiddgmi01,2016,22,205,33,61,7,29,33,8,16.9,12.0,0.1
kiddgmi01,2017,23,2349,295,618,9,194,409,56,14.3,13.2,0.7
klebima01,2018,26,1206,151,309,128,59,163,30,13.4,10.8,0.5
klebima01,2019,27,1502,175,386,218,74,239,54,13.1,11.7,0.9
klebima01,2020,28,1890,237,514,319,93,276,58,13.6,10.8,1.1
klebima01,2021,29,1341,116,275,212,37,213,30,10.6,10.7,0.7
klebima01,2022,30,1450,141,354,255,65,280,47,11.0,13.4,0.6
konchjo01,2020,23,181,24,37,10,2,29,7,18.0,13.7,0.3
konchjo01,2021,24,575,69,138,56,30,93,18,14.8,11.8,0.5
konchjo01,2022,25,1292,135,262,126,49,242,29,14.0,13.3,1.2
konchjo01,2023,26,1494,138,320,177,36,246,37,10.8,11.0,0.9
konchjo01,2024,27,1173,88,208,120,25,185,46,11.4,12.0,0.5
korkmfu01,2018,20,80,8,28,17,4,9,2,3.4,7.4,-0.1
korkmfu01,2019,21,679,98,245,144,44,91,25,11.4,8.3,0.0
korkmfu01,2020,22,1559,242,563,356,102,150,59,12.0,6.0,0.3
korkmfu01,2021,23,1062,170,424,269,82,96,46,12.8,5.9,0.5
korkmfu01,2022,24,1414,182,470,266,84,153,48,10.2,6.9,-0.4
krstine01,2005,21,1965,281,570,2,255,240,112,13.4,12.3,-0.6
krstine01,2006,22,2469,447,881,4,265,331,133,14.4,12.2,-0.1
krstine01,2007,23,848,170,323,1,121,125,52,16.9,12.2,0.4
krstine01,2008,24,812,123,300,2,69,165,41,8.5,14.3,-1.0
krstine01,2009,25,1141,191,407,0,79,168,45,13.6,12.8,-0.2
kukocto01,2001,32,979,151,330,78,88,115,60,15.3,9.4,1.0
kukocto01,2001,32,618,124,252,79,72,78,51,21.8,8.7,1.1
kukocto01,2002,33,1494,211,504,171,153,175,113,14.4,8.3,0.8
kukocto01,2003,34,1704,249,577,263,194,199,122,18.0,9.1,2.1
kukocto01,2004,35,1522,211,506,168,199,211,110,16.1,10.1,1.6
kuzmaky01,2018,22,2401,468,1039,434,208,395,140,14.2,10.7,0.8
kuzmaky01,2019,23,2314,496,1087,422,250,322,133,14.0,8.5,0.4
kuzmaky01,2020,24,1526,291,668,272,155,221,91,12.2,9.8,-0.2
kuzmaky01,2021,25,1954,335,757,380,97,309,113,12.7,12.0,0.8
kuzmaky01,2022,26,2204,423,936,375,219,491,169,15.2,14.1,1.0
lambje01,2013,20,147,24,68,30,14,13,6,11.2,7.0,-0.1
lambje01,2014,21,1538,263,609,247,64,162,61,13.4,6.9,0.8
lambje01,2015,22,633,104,250,111,55,99,27,14.9,9.1,0.6
lambje01,2016,23,1227,230,510,181,88,208,50,15.9,11.2,0.9
lambje01,2017,24,1143,226,491,146,129,234,40,17.0,12.7,0.7
lavinza01,2015,19,1902,286,677,167,177,187,193,11.3,6.4,-1.3
lavinza01,2016,20,2294,433,959,316,203,201,155,14.3,5.8,0.3
lavinza01,2017,21,1749,326,710,310,140,141,85,14.6,5.3,0.9
lavinza01,2018,22,656,136,355,123,107,85,43,14.6,7.7,-0.1
lavinza01,2019,23,2171,530,1135,321,375,254,215,18.7,7.4,1.5
laymaja01,2017,22,249,26,89,51,17,18,11,4.9,5.3,-0.3
laymaja01,2018,23,160,14,47,20,3,12,5,4.9,5.5,-0.1
laymaja01,2019,24,1327,216,424,181,71,161,46,13.5,8.7,0.5
laymaja01,2020,25,505,81,179,72,32,40,24,10.3,6.0,-0.2
laymaja01,2021,26,627,91,184,78,37,54,26,11.4,5.8,0.0
leeda03,2018,25,404,62,152,60,29,60,14,12.0,9.8,0.0
leeda03,2019,26,375,56,127,68,22,56,11,11.9,9.1,0.0
leeda03,2020,27,1423,213,511,239,126,207,67,12.7,9.1,-0.1
leeda03,2021,28,1079,128,274,194,44,158,30,11.8,8.9,0.6
leeda03,2022,29,1256,169,383,187,75,176,38,10.9,8.8,0.0
lillada01,2013,22,3167,553,1288,503,321,215,243,16.4,4.7,1.8
lillada01,2014,23,2937,553,1304,554,426,253,193,18.6,5.3,3.9
lillada01,2015,24,2925,590,1360,572,398,329,222,20.7,6.9,4.9
lillada01,2016,25,2676,618,1474,610,464,257,242,22.2,6.1,4.3
lillada01,2017,26,2694,661,1488,579,545,322,197,24.1,7.6,4.8
linje01,2011,22,285,28,72,5,25,22,18,14.8,6.8,0.3
linje01,2012,23,940,171,383,75,183,89,126,19.9,6.6,1.4
linje01,2013,24,2640,396,897,257,275,215,236,14.9,5.3,1.5
linje01,2014,25,2054,295,662,229,265,153,176,14.3,5.1,0.9
linje01,2015,26,1907,277,654,176,268,170,166,15.6,5.7,0.8
littlna01,2020,19,573,65,151,59,44,77,15,9.6,9.9,-0.2
littlna01,2021,20,640,78,167,80,45,96,18,11.6,10.7,-0.1
littlna01,2022,21,1088,145,315,154,94,178,40,13.5,11.9,0.2
littlna01,2023,22,976,134,303,158,46,114,36,10.2,8.3,-0.3
littlna01,2024,23,458,57,124,70,20,61,14,9.9,9.3,-0.1
looneke01,2016,19,21,4,7,2,0,6,1,18.6,25.6,0.0
looneke01,2017,20,447,56,107,9,34,80,17,13.6,15.2,0.0
